Obs,Folha,Ep_Emissao,Tipo,Planta,Sexo,Galho,Ep_Medicao,Idade,A,gs,E,PPFD,Ta,Tl,IdadeE,Estacoes,environment,period_label,WUE,iWUE,LUE,deltaT,bio_unit,time_idx
1139,155,4,sombra,3,F,2,12,17,0.022350000000000002,0.310375,0.525,4.022,12.215,11.6175,Velha,inverno,FUS,May 2005,0.04257142857142857,0.07200966572694321,0.005556936847339632,-0.5975000000000001,3_4,23
1140,156,4,sombra,3,F,3,4,1,2.14475,0.151146,2.3275,65.075,27.445,26.6825,Jovem,verao,FUS,Jan 2004,0.9214822771213749,14.18992232675691,0.03295812524010757,-0.7624999999999993,3_4,7
1141,156,4,sombra,3,F,3,5,3,1.52112,0.2048,4.35,30.405,28.305,27.37,Jov_Madura,outono,FUS,Mar 2004,0.3496827586206897,7.4273437499999995,0.05002861371484953,-0.9349999999999987,3_4,9
1142,156,4,sombra,3,F,3,6,5,2.4282500000000002,0.15145,1.4,37.78,20.45,19.9,Jov_Madura,inverno,FUS,May 2004,1.734464285714286,16.03334433806537,0.06427342509264161,-0.5500000000000007,3_4,11
1143,156,4,sombra,3,F,3,7,7,1.38975,0.23115000000000002,1.225,20.705,19.1825,18.81,Madura,inverno,FUS,Jul 2004,1.1344897959183673,6.012329656067489,0.06712146824438542,-0.3725000000000023,3_4,13
1144,156,4,sombra,3,F,3,8,9,5.6370000000000005,0.16097499999999998,3.125,215.75,24.0575,22.9475,Madura,primavera,FUS,Sep 2004,1.80384,35.017859916136054,0.026127462340672078,-1.1099999999999994,3_4,15
1145,156,4,sombra,3,F,3,9,11,0.9647500000000001,0.04735,1.125,6.4985,25.59,24.5275,Madura,primavera,FUS,Nov 2004,0.8575555555555556,20.374868004223867,0.14845733630837887,-1.0625,3_4,17
1146,156,4,sombra,3,F,3,10,13,1.06502,0.077475,1.0,15.2625,28.4375,27.87,Velha,verao,FUS,Jan 2005,1.06502,13.746627944498226,0.06978018018018019,-0.567499999999999,3_4,19
1147,156,4,sombra,3,F,3,11,15,0.49045000000000005,0.057,0.375,4.2315,21.9425,21.1675,Velha,outono,FUS,Mar 2005,1.3078666666666667,8.60438596491228,0.11590452558194496,-0.7749999999999986,3_4,21
1148,156,4,sombra,3,F,3,12,17,-0.056975,0.13490000000000002,1.65,3.65725,19.46,18.3925,Velha,inverno,FUS,May 2005,,,,-1.0675000000000026,3_4,23
1149,157,4,sombra,4,F,2,4,1,1.705,0.1158,3.16667,11.238,29.4667,28.8733,Jovem,verao,FUS,Jan 2004,0.5384204858731728,14.723661485319518,0.15171738743548677,-0.593399999999999,4_4,7
1150,157,4,sombra,4,F,2,5,3,1.2995,0.17445000000000002,5.3,32.5225,29.1875,28.98,Jov_Madura,outono,FUS,Mar 2004,0.24518867924528304,7.449125824018343,0.039956952878776236,-0.20749999999999957,4_4,9
1151,157,4,sombra,4,F,2,6,5,1.26025,0.085925,0.9,15.12,19.145,18.215,Jov_Madura,inverno,FUS,May 2004,1.400277777777778,14.666860634274077,0.08334986772486773,-0.9299999999999997,4_4,11
1152,157,4,sombra,4,F,2,7,7,2.0455,0.15625,1.15,32.7925,21.0625,20.2575,Madura,inverno,FUS,Jul 2004,1.7786956521739132,13.0912,0.06237706792711749,-0.8049999999999997,4_4,13
1153,157,4,sombra,4,F,2,8,9,1.4105,0.134175,2.175,10.8805,22.9575,21.6775,Madura,primavera,FUS,Sep 2004,0.6485057471264368,10.512390534749397,0.12963558659988053,-1.2800000000000011,4_4,15
1154,157,4,sombra,4,F,2,9,11,1.53675,0.0867,1.925,100.465,27.235,26.23,Madura,primavera,FUS,Nov 2004,0.7983116883116883,17.72491349480969,0.015296371870800777,-1.004999999999999,4_4,17
1155,157,4,sombra,4,F,2,10,13,0.6929000000000001,0.08795,1.05,17.375,29.2175,28.1925,Velha,verao,FUS,Jan 2005,0.659904761904762,7.878339965889711,0.039879136690647486,-1.0250000000000021,4_4,19
1156,157,4,sombra,4,F,2,11,15,0.056,0.0745,0.5,1.813,22.44,21.65,Velha,outono,FUS,Mar 2005,0.112,0.7516778523489933,0.03088803088803089,-0.7900000000000027,4_4,21
1157,158,4,sombra,4,F,3,12,17,0.247075,0.067225,0.5,8.55375,23.395,22.7275,Velha,inverno,FUS,May 2005,0.49415,3.675343994049833,0.028884991962589503,-0.6675000000000004,4_4,23
1158,159,4,sombra,6,M,3,4,1,2.22525,0.199425,2.67,64.1125,27.995,26.8675,Jovem,verao,FUS,Jan 2004,0.8334269662921349,11.158330199323053,0.0347085201793722,-1.1275000000000013,6_4,7
1159,159,4,sombra,6,M,3,5,3,0.8571000000000001,0.382,0.86,34.33,27.25,27.12,Jov_Madura,outono,FUS,Mar 2004,0.9966279069767443,2.243717277486911,0.024966501602097294,-0.129999999999999,6_4,9
1160,159,4,sombra,6,M,3,6,5,1.18495,0.11455000000000001,1.15,28.2275,20.5125,20.1375,Jov_Madura,inverno,FUS,May 2004,1.030391304347826,10.344391095591444,0.0419785670002657,-0.375,6_4,11
1161,159,4,sombra,6,M,3,7,7,3.88075,0.282975,2.2,65.135,21.35,21.0575,Madura,inverno,FUS,Jul 2004,1.7639772727272724,13.71410902023147,0.05958010286328394,-0.2925000000000004,6_4,13
1162,159,4,sombra,6,M,3,8,9,2.75975,0.189,3.05,40.8025,23.5375,22.2525,Madura,primavera,FUS,Sep 2004,0.9048360655737705,14.601851851851851,0.06763678696158323,-1.2850000000000001,6_4,15
1163,159,4,sombra,6,M,3,9,11,0.5495,0.061924999999999994,1.575,3.5965,26.705,26.0375,Madura,primavera,FUS,Nov 2004,0.3488888888888889,8.87363746467501,0.15278743222577507,-0.6674999999999969,6_4,17
1164,159,4,sombra,6,M,3,10,13,0.9041,0.0548,1.05,12.145,29.9625,29.39,Velha,verao,FUS,Jan 2005,0.8610476190476191,16.498175182481752,0.07444215726636476,-0.572499999999998,6_4,19
1165,159,4,sombra,6,M,3,11,15,0.245525,0.07997499999999999,0.975,3.748,26.24,25.6325,Velha,outono,FUS,Mar 2005,0.2518205128205128,3.0700218818380747,0.06550827107790821,-0.6074999999999982,6_4,21
1166,159,4,sombra,6,M,3,12,17,1.1708,0.232425,1.225,23.9775,21.87,21.455,Velha,inverno,FUS,May 2005,0.9557551020408163,5.037323867914381,0.04882911062454385,-0.4150000000000027,6_4,23
1167,160,4,sombra,9,M,1,4,1,1.067,0.1068,2.267,25.98,28.67,27.673,Jovem,verao,FUS,Jan 2004,0.470666078517865,9.990636704119849,0.041070053887605845,-0.9970000000000034,9_4,7
1168,160,4,sombra,9,M,1,5,3,0.3753,0.25132499999999997,5.325,8.64325,27.5025,27.0575,Jov_Madura,outono,FUS,Mar 2004,0.07047887323943662,1.493285586392122,0.04342116680646747,-0.4450000000000003,9_4,9
1169,160,4,sombra,9,M,1,6,5,1.965,0.09472499999999999,1.15,46.6975,20.845,20.29,Jov_Madura,inverno,FUS,May 2004,1.7086956521739132,20.74425969912906,0.042079340435783506,-0.5549999999999997,9_4,11
1170,160,4,sombra,9,M,1,7,7,0.545875,0.18387499999999998,1.525,10.552200000000001,16.295,15.1875,Madura,inverno,FUS,Jul 2004,0.35795081967213116,2.9687287559483346,0.05173091867098804,-1.1075000000000017,9_4,13
1171,160,4,sombra,9,M,1,8,9,0.57215,0.128,2.0,15.14,23.125,22.1225,Madura,primavera,FUS,Sep 2004,0.286075,4.469921875000001,0.03779062087186262,-1.0025000000000013,9_4,15
1172,160,4,sombra,9,M,1,9,11,2.07725,0.210025,2.9,55.3125,25.7825,24.57,Madura,primavera,FUS,Nov 2004,0.7162931034482758,9.89048922747292,0.037554802259887,-1.2124999999999986,9_4,17
1173,160,4,sombra,9,M,1,10,13,0.516733,0.0640333,1.1,16.35,30.11,29.4367,Velha,verao,FUS,Jan 2005,0.4697572727272727,8.069754330949678,0.03160446483180428,-0.6733000000000011,9_4,19
1174,160,4,sombra,9,M,1,11,15,0.5533,0.0582,0.775,12.7225,26.05,25.1525,Velha,outono,FUS,Mar 2005,0.7139354838709677,9.506872852233677,0.04348988013362154,-0.8975000000000009,9_4,21
1175,160,4,sombra,9,M,1,12,17,0.40625,0.087175,0.25,7.10325,13.015,12.69,Velha,inverno,FUS,May 2005,1.625,4.660166332090622,0.05719213036286207,-0.32500000000000107,9_4,23
1176,161,4,sombra,10,F,1,4,1,1.088,0.1253,2.6,53.2,26.78,25.98,Jovem,verao,FUS,Jan 2004,0.4184615384615385,8.683160415003991,0.020451127819548873,-0.8000000000000007,10_4,7
1177,161,4,sombra,10,F,1,5,3,0.9525500000000001,0.2066,3.15,20.945,27.4625,26.9475,Jov_Madura,outono,FUS,Mar 2004,0.30239682539682544,4.610600193610843,0.04547863451897828,-0.514999999999997,10_4,9
1178,161,4,sombra,10,F,1,6,5,2.9115,0.130875,1.45,25.3875,21.165,19.92,Jov_Madura,inverno,FUS,May 2004,2.007931034482759,22.246418338108885,0.1146824224519941,-1.2449999999999974,10_4,11
1179,161,4,sombra,10,F,1,7,7,1.047,0.1612,1.5,7.86,16.14,15.08,Madura,inverno,FUS,Jul 2004,0.698,6.495037220843671,0.133206106870229,-1.0600000000000005,10_4,13
1180,161,4,sombra,10,F,1,8,9,0.58335,0.075975,2.075,27.385,27.98,27.535,Madura,primavera,FUS,Sep 2004,0.2811325301204819,7.678183613030603,0.0213018075588826,-0.4450000000000003,10_4,15
1181,161,4,sombra,10,F,1,9,11,4.0385,0.194275,2.5,105.313,26.0275,24.9525,Madura,primavera,FUS,Nov 2004,1.6154,20.7875434307039,0.0383475924149915,-1.0749999999999993,10_4,17
1182,161,4,sombra,10,F,1,10,13,1.01698,0.062424999999999994,0.475,15.2525,25.7875,25.0725,Velha,verao,FUS,Jan 2005,2.1410105263157897,16.291229475370447,0.06667628257662678,-0.7149999999999999,10_4,19
1183,161,4,sombra,10,F,1,11,15,0.7137249999999999,0.069375,0.725,13.0975,26.5275,25.24,Velha,outono,FUS,Mar 2005,0.984448275862069,10.287927927927926,0.054493223897690395,-1.2875000000000014,10_4,21
1184,161,4,sombra,10,F,1,12,17,0.2429,0.11537499999999999,0.35,4.53575,13.4275,13.0925,Velha,inverno,FUS,May 2005,0.6940000000000001,2.105308775731311,0.05355233423358871,-0.33500000000000085,10_4,23
1185,162,4,sombra,11,M,2,4,1,0.9517500000000001,0.178275,2.6375,22.06,29.0625,28.39,Jovem,verao,FUS,Jan 2004,0.3608530805687204,5.3386621792175015,0.04314369900271986,-0.6724999999999994,11_4,7
1186,162,4,sombra,11,M,2,5,3,0.45,0.165762,1.95,9.76325,28.4375,27.33,Jov_Madura,outono,FUS,Mar 2004,0.23076923076923078,2.7147355847540453,0.04609120938212174,-1.1075000000000017,11_4,9
1187,162,4,sombra,11,M,2,6,5,0.82445,0.0974,3.8,76.29,18.015,17.82,Jov_Madura,inverno,FUS,May 2004,0.2169605263157895,8.464579055441478,0.010806789880718311,-0.19500000000000028,11_4,11
1188,162,4,sombra,11,M,2,7,7,0.711367,0.0413,0.2,13.22,5.66633,5.7620000000000005,Madura,inverno,FUS,Jul 2004,3.5568349999999995,17.224382566585955,0.05380990922844175,0.09567000000000014,11_4,13
1189,162,4,sombra,11,M,2,8,9,0.679775,0.07517499999999999,1.9,11.875,27.165,26.17,Madura,primavera,FUS,Sep 2004,0.3577763157894737,9.042567342866645,0.05724421052631579,-0.9949999999999974,11_4,15
1190,162,4,sombra,11,M,2,9,11,4.65825,0.25720000000000004,5.15,155.025,27.585,27.0025,Madura,primavera,FUS,Nov 2004,0.904514563106796,18.11139191290824,0.03004837929366231,-0.5824999999999996,11_4,17
1191,162,4,sombra,11,M,2,10,13,4.114,0.29165,2.5,519.825,24.74,24.245,Velha,verao,FUS,Jan 2005,1.6456,14.105948911366362,0.007914201894868465,-0.49499999999999744,11_4,19
1192,162,4,sombra,11,M,2,11,15,0.4995,0.09192499999999999,1.3,31.095,26.0125,25.1675,Velha,outono,FUS,Mar 2005,0.3842307692307692,5.433777536034811,0.016063675832127353,-0.8449999999999989,11_4,21
1193,162,4,sombra,11,M,2,12,17,0.463675,0.0809,0.35,6.408,13.6075,13.3275,Velha,inverno,FUS,May 2005,1.3247857142857145,5.731458590852905,0.07235877028714106,-0.27999999999999936,11_4,23
1194,163,4,sombra,11,M,3,4,1,0.5294500000000001,0.2099,3.725,9.3685,25.3925,25.0325,Jovem,verao,FUS,Jan 2004,0.1421342281879195,2.5223916150547883,0.056513849602391,-0.35999999999999943,11_4,7
1195,163,4,sombra,11,M,3,5,3,0.3423,0.142587,2.4625,10.216,27.6175,27.525,Jov_Madura,outono,FUS,Mar 2004,0.13900507614213198,2.4006396095015674,0.03350626468285043,-0.09250000000000114,11_4,9
1196,163,4,sombra,11,M,3,6,5,0.33947499999999997,0.061724999999999995,0.725,3.74775,18.4475,18.1975,Jov_Madura,inverno,FUS,May 2004,0.4682413793103448,5.499797488861887,0.09058101527583216,-0.25,11_4,11
1197,163,4,sombra,11,M,3,7,7,0.6201500000000001,0.039625,0.15,10.8825,5.7855,5.88125,Madura,inverno,FUS,Jul 2004,4.134333333333334,15.650473186119877,0.05698598667585574,0.09574999999999978,11_4,13
1198,163,4,sombra,11,M,3,8,9,0.104825,0.105725,2.35,10.6625,27.2325,26.14,Madura,primavera,FUS,Sep 2004,0.0446063829787234,0.991487349255143,0.009831184056271982,-1.0925000000000011,11_4,15
1199,163,4,sombra,11,M,3,9,11,2.0425,0.343175,5.05,31.735,27.3,25.7025,Madura,primavera,FUS,Nov 2004,0.4044554455445545,5.951773876302178,0.06436111548763196,-1.5975000000000001,11_4,17
1200,163,4,sombra,11,M,3,10,13,1.41225,0.13695000000000002,0.975,30.8275,25.115,24.12,Velha,verao,FUS,Jan 2005,1.4484615384615385,10.312157721796275,0.04581136971859541,-0.9949999999999974,11_4,19
1201,163,4,sombra,11,M,3,11,15,0.70965,0.029300000000000003,0.375,37.125,26.5225,25.7575,Velha,outono,FUS,Mar 2005,1.8924,24.22013651877133,0.019115151515151516,-0.7650000000000006,11_4,21
1202,163,4,sombra,11,M,3,12,17,0.723125,0.06165,0.3,11.3982,13.53,13.2975,Velha,inverno,FUS,May 2005,2.410416666666667,11.729521492295214,0.06344203470723449,-0.23249999999999993,11_4,23
1203,164,4,sombra,12,M,1,4,1,1.46025,0.1425,2.21,148.25,28.8675,27.8075,Jovem,verao,FUS,Jan 2004,0.6607466063348416,10.247368421052633,0.00984991568296796,-1.0599999999999987,12_4,7
1204,164,4,sombra,12,M,1,5,3,0.38180000000000003,0.26235,4.55,16.8325,28.86,28.8,Jov_Madura,outono,FUS,Mar 2004,0.08391208791208792,1.4553077949304365,0.022682311005495323,-0.05999999999999872,12_4,9
1205,164,4,sombra,12,M,1,6,5,2.44775,0.14055,1.175,144.137,18.5275,18.0125,Jov_Madura,inverno,FUS,May 2004,2.083191489361702,17.415510494485947,0.01698210730069309,-0.5150000000000006,12_4,11
1206,164,4,sombra,12,M,1,7,7,2.55,0.104975,0.425,89.6925,9.15125,9.2475,Madura,inverno,FUS,Jul 2004,6.0,24.291497975708502,0.028430470775148424,0.09625000000000128,12_4,13
1207,164,4,sombra,12,M,1,8,9,3.07925,0.099925,2.4,25.2975,27.5325,27.0325,Madura,primavera,FUS,Sep 2004,1.2830208333333335,30.815611708781585,0.12172151398359522,-0.5,12_4,15
1208,164,4,sombra,12,M,1,9,11,4.20625,0.32020000000000004,4.85,96.485,27.36,26.3875,Madura,primavera,FUS,Nov 2004,0.8672680412371134,13.136321049344158,0.04359485930455511,-0.9725000000000001,12_4,17
1209,164,4,sombra,12,M,1,10,13,0.28607499999999997,0.10325000000000001,0.975,28.1075,25.1775,24.8575,Velha,verao,FUS,Jan 2005,0.29341025641025636,2.7707021791767548,0.010177888463933112,-0.31999999999999673,12_4,19
1210,164,4,sombra,12,M,1,11,15,0.83,0.0329,0.475,38.1025,26.625,25.8275,Velha,outono,FUS,Mar 2005,1.7473684210526317,25.227963525835865,0.0217833475493734,-0.7974999999999994,12_4,21
1211,164,4,sombra,12,M,1,12,17,1.03995,0.081425,0.4,22.94,14.525,14.28,Velha,inverno,FUS,May 2005,2.5998749999999995,12.771875959471906,0.045333478639930244,-0.245000000000001,12_4,23
1212,165,4,sombra,12,M,2,4,1,1.5105,0.138,2.825,54.25,29.5125,28.6675,Jovem,verao,FUS,Jan 2004,0.5346902654867256,10.945652173913043,0.02784331797235023,-0.8449999999999989,12_4,7
1213,165,4,sombra,12,M,2,5,3,0.6401,0.22306299999999998,3.7375,24.6325,29.4425,28.7375,Jov_Madura,outono,FUS,Mar 2004,0.17126421404682274,2.8695928952807055,0.02598599411346798,-0.7049999999999983,12_4,9
1214,165,4,sombra,12,M,2,6,5,1.0353,0.14300000000000002,1.325,17.5975,18.9675,18.6575,Jov_Madura,inverno,FUS,May 2004,0.7813584905660379,7.23986013986014,0.05883222048586448,-0.3100000000000023,12_4,11
1215,165,4,sombra,12,M,2,7,7,1.787,0.06670000000000001,0.425,47.205,9.51475,9.61175,Madura,inverno,FUS,Jul 2004,4.2047058823529415,26.791604197901044,0.03785615930515835,0.09700000000000131,12_4,13
1216,165,4,sombra,12,M,2,8,9,1.188,0.14795000000000003,2.875,21.76,27.11,25.8925,Madura,primavera,FUS,Sep 2004,0.4132173913043478,8.02973977695167,0.05459558823529411,-1.2175000000000011,12_4,15
1217,165,4,sombra,12,M,2,9,11,1.90975,0.24550000000000002,4.3,70.245,28.1225,27.0175,Madura,primavera,FUS,Nov 2004,0.4441279069767442,7.779022403258655,0.02718698839775073,-1.1050000000000004,12_4,17
1218,165,4,sombra,12,M,2,10,13,4.7627500000000005,0.142975,1.5,119.125,26.5675,26.065,Velha,verao,FUS,Jan 2005,3.175166666666667,33.31176779157196,0.03998111227701994,-0.5024999999999977,12_4,19
1219,165,4,sombra,12,M,2,11,15,2.888,0.09245,1.225,79.745,27.1375,26.36,Velha,outono,FUS,Mar 2005,2.357551020408163,31.238507301243914,0.03621543670449558,-0.7774999999999999,12_4,21
1220,165,4,sombra,12,M,2,12,17,2.0035,0.06415,0.375,48.445,15.1875,14.8675,Velha,inverno,FUS,May 2005,5.342666666666666,31.231488698363208,0.041356177108060686,-0.3200000000000003,12_4,23
1221,166,4,sombra,12,M,3,4,1,1.3155000000000001,0.146525,2.955,58.625,28.5125,27.4225,Jovem,verao,FUS,Jan 2004,0.4451776649746193,8.977990104077804,0.022439232409381664,-1.0899999999999999,12_4,7
1222,166,4,sombra,12,M,3,5,3,0.8774500000000001,0.251938,3.8875,19.5475,29.6,28.8475,Jov_Madura,outono,FUS,Mar 2004,0.22571061093247588,3.4828013241353033,0.04488809310653537,-0.7525000000000013,12_4,9
1223,166,4,sombra,12,M,3,6,5,1.16174,0.11066899999999999,1.75625,29.74,19.075,18.655,Jov_Madura,inverno,FUS,May 2004,0.6614889679715302,10.497429271069587,0.03906321452589106,-0.41999999999999815,12_4,11
1224,166,4,sombra,12,M,3,7,7,2.62425,0.0937,0.925,66.1675,9.38,9.4765,Madura,inverno,FUS,Jul 2004,2.837027027027027,28.00693703308431,0.03966070956285185,0.09649999999999892,12_4,13
1225,166,4,sombra,12,M,3,8,9,1.2235,0.20420000000000002,3.75,25.495,27.3225,25.98,Madura,primavera,FUS,Sep 2004,0.32626666666666665,5.991674828599412,0.04798980192194548,-1.3425000000000011,12_4,15
1226,166,4,sombra,12,M,3,9,11,3.544,0.3256,5.0,91.0625,27.9225,26.69,Madura,primavera,FUS,Nov 2004,0.7088,10.884520884520885,0.03891832532601235,-1.2324999999999982,12_4,17
1227,166,4,sombra,12,M,3,10,13,0.86265,0.1199,1.025,10.276,26.19,25.15,Velha,verao,FUS,Jan 2005,0.8416097560975611,7.194745621351125,0.08394803425457377,-1.0400000000000027,12_4,19
1228,166,4,sombra,12,M,3,11,15,0.38193299999999997,0.09706669999999999,1.16667,5.26133,25.84,25.1767,Velha,outono,FUS,Mar 2005,0.3273702075136928,3.93474796196842,0.07259248136877937,-0.6632999999999996,12_4,21
1229,166,4,sombra,12,M,3,12,17,0.22852499999999998,0.042800000000000005,0.275,15.475,14.66,14.2,Velha,inverno,FUS,May 2005,0.8309999999999998,5.339369158878504,0.014767366720516963,-0.46000000000000085,12_4,23
1230,167,4,sombra,13,M,2,4,1,0.9112,0.1569,2.8125,17.98,29.97,29.2,Jovem,verao,FUS,Jan 2004,0.3239822222222222,5.807520713830465,0.05067853170189099,-0.7699999999999996,13_4,7
1231,167,4,sombra,13,M,2,5,3,0.9025749999999999,0.2521,4.8125,20.095,30.3675,29.9625,Jov_Madura,outono,FUS,Mar 2004,0.18754805194805194,3.580226100753669,0.04491540184125404,-0.40500000000000114,13_4,9
1232,167,4,sombra,13,M,2,6,5,0.80915,0.1144,1.225,7.4055,20.1425,19.0175,Jov_Madura,inverno,FUS,May 2004,0.660530612244898,7.072989510489511,0.10926338532172035,-1.125,13_4,11
1233,167,4,sombra,13,M,2,7,7,1.17928,0.039674999999999995,0.3,33.26,9.1095,9.2065,Madura,inverno,FUS,Jul 2004,3.930933333333334,29.72350346565848,0.035456404088995794,0.09699999999999953,13_4,13
1234,167,4,sombra,13,M,2,8,9,8.453,0.159875,2.8,298.75,26.3475,26.8225,Madura,primavera,FUS,Sep 2004,3.0189285714285714,52.87255668491009,0.028294560669456063,0.4750000000000014,13_4,15
1235,167,4,sombra,13,M,2,9,11,3.6805,0.194375,3.2,35.24,28.145,27.1875,Madura,primavera,FUS,Nov 2004,1.15015625,18.935048231511253,0.10444097616345062,-0.9574999999999996,13_4,17
1236,167,4,sombra,13,M,2,10,13,0.7771,0.155275,1.4,20.035,24.1875,23.8025,Velha,verao,FUS,Jan 2005,0.5550714285714287,5.004669135404927,0.03878712253556277,-0.38500000000000156,13_4,19
1237,167,4,sombra,13,M,2,11,15,0.8098000000000001,0.0767,1.4,24.305,28.455,27.76,Velha,outono,FUS,Mar 2005,0.5784285714285715,10.558018252933508,0.03331824727422342,-0.6949999999999967,13_4,21
1238,167,4,sombra,13,M,2,12,17,0.9103500000000001,0.06345,0.325,17.016,9.635,9.46925,Velha,inverno,FUS,May 2005,2.8010769230769235,14.347517730496454,0.05349964739069112,-0.16574999999999918,13_4,23
1239,168,4,sombra,14,M,3,10,13,0.80815,0.08410000000000001,0.75,16.1975,24.795,24.205,Velha,verao,FUS,Jan 2005,1.0775333333333335,9.609393579072533,0.04989350208365488,-0.5900000000000034,14_4,19
1240,168,4,sombra,14,M,3,11,15,0.07995000000000001,0.047450000000000006,0.85,8.579,29.075,28.205,Velha,outono,FUS,Mar 2005,0.09405882352941178,1.684931506849315,0.009319267979951043,-0.870000000000001,14_4,21
1241,168,4,sombra,14,M,3,12,17,0.37587499999999996,0.06115,0.3,29.6175,11.6425,11.315,Velha,inverno,FUS,May 2005,1.2529166666666667,6.146770237121831,0.012690976618553219,-0.32750000000000057,14_4,23
1242,169,4,sombra,15,M,2,10,13,1.19578,0.04675000000000001,0.475,27.4725,25.955,25.375,Velha,verao,FUS,Jan 2005,2.5174315789473685,25.578181818181815,0.04352643552643553,-0.5799999999999983,15_4,19
1243,169,4,sombra,15,M,2,11,15,0.3397,0.029733299999999997,0.6333329999999999,10.933300000000001,28.8633,28.17,Velha,outono,FUS,Mar 2005,0.5363687033519492,11.424900700561325,0.031070216677489867,-0.6932999999999971,15_4,21
1244,169,4,sombra,15,M,2,12,17,0.36865000000000003,0.061450000000000005,0.375,5.0795,12.655,12.465,Velha,inverno,FUS,May 2005,0.9830666666666668,5.999186330349878,0.07257604094891229,-0.1899999999999995,15_4,23
1245,170,4,sombra,15,M,3,4,1,1.345,0.24995000000000003,4.6,19.1875,30.605,30.27,Jovem,verao,FUS,Jan 2004,0.2923913043478261,5.381076215243048,0.07009771986970684,-0.33500000000000085,15_4,7
1246,170,4,sombra,15,M,3,5,3,1.0314,0.2958,6.35,27.85,31.065,30.605,Jov_Madura,outono,FUS,Mar 2004,0.16242519685039372,3.4868154158215012,0.03703411131059246,-0.46000000000000085,15_4,9
1247,170,4,sombra,15,M,3,6,5,0.845325,0.147233,1.8,3.5985,17.9475,17.44,Jov_Madura,inverno,FUS,May 2004,0.46962499999999996,5.741409874145062,0.23491037932471862,-0.5075000000000003,15_4,11
1248,170,4,sombra,15,M,3,7,7,0.7965500000000001,0.04945,0.325,17.95,9.8875,9.986,Madura,inverno,FUS,Jul 2004,2.450923076923077,16.108190091001013,0.044376044568245135,0.09850000000000136,15_4,13
1249,170,4,sombra,15,M,3,8,9,1.307,0.10035000000000001,2.35,18.7075,26.6,26.265,Madura,primavera,FUS,Sep 2004,0.5561702127659574,13.024414549078225,0.06986502739542964,-0.33500000000000085,15_4,15
